epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,9644.83,1.16718,1.57471,0.0148,0.72066,0.62949,0.69714,0.48995,1.13823,1.22722,0.0197,0.0003565,0.0003565,0.0003565
67,9789.24,1.15805,1.55838,0.01465,0.72719,0.62722,0.69885,0.4912,1.13799,1.22351,0.01969,0.0003466,0.0003466,0.0003466
68,9933.8,1.15609,1.54729,0.01458,0.72039,0.63014,0.6994,0.49163,1.13785,1.22032,0.01967,0.0003367,0.0003367,0.0003367
69,10078.1,1.14798,1.53824,0.01445,0.73076,0.62567,0.70071,0.4928,1.13571,1.21965,0.01962,0.0003268,0.0003268,0.0003268
70,10222.3,1.14832,1.53817,0.01446,0.73056,0.62623,0.70123,0.49346,1.13474,1.21841,0.01959,0.0003169,0.0003169,0.0003169
71,10367.2,1.15322,1.53067,0.01453,0.72048,0.63316,0.70192,0.49399,1.13364,1.21786,0.01956,0.000307,0.000307,0.000307
72,10512,1.144,1.52218,0.01442,0.72954,0.63175,0.70265,0.49481,1.13308,1.21568,0.01956,0.0002971,0.0002971,0.0002971
73,10656.1,1.14431,1.51666,0.01426,0.73031,0.63068,0.70356,0.49523,1.1318,1.21597,0.01952,0.0002872,0.0002872,0.0002872
74,10800.4,1.13898,1.51333,0.01424,0.72771,0.63476,0.70432,0.49589,1.13094,1.21443,0.0195,0.0002773,0.0002773,0.0002773
75,10944.9,1.12756,1.50326,0.01419,0.72899,0.63394,0.70484,0.49672,1.13068,1.21231,0.01949,0.0002674,0.0002674,0.0002674
76,11089,1.13799,1.50561,0.01415,0.73233,0.63089,0.70536,0.497,1.13014,1.21112,0.01948,0.0002575,0.0002575,0.0002575
77,11232.7,1.13738,1.48807,0.01418,0.73504,0.63123,0.70563,0.49749,1.12957,1.21032,0.01945,0.0002476,0.0002476,0.0002476
78,11376.7,1.1293,1.48804,0.01408,0.73344,0.63406,0.7059,0.4978,1.12917,1.20939,0.01944,0.0002377,0.0002377,0.0002377
79,11520.7,1.12836,1.4841,0.01417,0.73203,0.63433,0.70582,0.49796,1.12842,1.20921,0.01942,0.0002278,0.0002278,0.0002278
80,11664.7,1.12852,1.47409,0.01405,0.7373,0.63089,0.70626,0.49817,1.12872,1.20677,0.01945,0.0002179,0.0002179,0.0002179
81,11808.7,1.12239,1.4708,0.01404,0.73789,0.63007,0.70659,0.49866,1.12741,1.20709,0.01942,0.000208,0.000208,0.000208
82,11952.7,1.12606,1.47525,0.01405,0.73818,0.63071,0.7069,0.49889,1.12704,1.20559,0.01941,0.0001981,0.0001981,0.0001981
83,12096.5,1.11861,1.46547,0.01385,0.73328,0.63332,0.70679,0.49887,1.12662,1.20472,0.01939,0.0001882,0.0001882,0.0001882
84,12240.6,1.11801,1.46308,0.01398,0.7388,0.63057,0.70712,0.4994,1.12649,1.20349,0.01937,0.0001783,0.0001783,0.0001783
85,12384.7,1.11827,1.45183,0.01398,0.73739,0.63247,0.70782,0.49988,1.12551,1.20316,0.01934,0.0001684,0.0001684,0.0001684
86,12519.8,1.09579,1.18574,0.01637,0.7362,0.63442,0.70841,0.50045,1.12538,1.20148,0.01935,0.0001585,0.0001585,0.0001585
87,12654.7,1.0768,1.13817,0.01599,0.74055,0.63359,0.70931,0.50106,1.12463,1.20049,0.01934,0.0001486,0.0001486,0.0001486
88,12790,1.06727,1.11289,0.01568,0.74292,0.63338,0.71009,0.50187,1.12389,1.19899,0.0193,0.0001387,0.0001387,0.0001387
89,12925.3,1.05703,1.10854,0.0155,0.74416,0.63297,0.7107,0.50229,1.12385,1.19679,0.0193,0.0001288,0.0001288,0.0001288
